text,label
rice 6 USD | cheese 7 USD total 119 USD,0
Sushi roll 15 USD | Tea at cafe 3 USD total 62 USD,4
Electricity bill this month 80 USD | Internet monthly 60 USD total 101 USD,2
Burger and fries 12 USD | Sushi roll 15 USD | Beer at bar 6 USD total 113 USD,4
Beer at bar 6 USD | Pizza slice 4 USD total 78 USD,4
Subway fare 3 USD | Bus ticket to city center 5 USD | Gas station fill-up 40 USD total 125 USD,1
soap 3 USD | toilet paper 5 USD | eggs 4 USD total 28 USD,0
Parking fee mall lot 10 USD | Bike rental 8 USD total 73 USD,1
Electricity bill this month 80 USD | Phone bill 40 USD total 134 USD,2
Burger and fries 12 USD | Sushi roll 15 USD | Starbucks coffee 5 USD total 146 USD,4
Dinner at fancy restaurant 120 USD total 147 USD,3
KTV room 2 hours 50 USD | Theme park entry 60 USD total 50 USD,3
Parking fee mall lot 10 USD | Taxi from home to office 20 USD | Subway fare 3 USD total 66 USD,1
pasta 3 USD | bananas 2 USD total 19 USD,0
Gas bill cooking 30 USD | Water bill 50 USD | Electricity bill this month 80 USD total 146 USD,2
Sushi roll 15 USD | Tea at cafe 3 USD | McDonalds Big Mac meal 10 USD total 65 USD,4
Dinner at fancy restaurant 120 USD total 90 USD,3
Sushi roll 15 USD | Pizza slice 4 USD | Starbucks coffee 5 USD total 9 USD,4
Beer at bar 6 USD | Sushi roll 15 USD | Pizza slice 4 USD total 36 USD,4
Internet monthly 60 USD | Phone bill 40 USD total 149 USD,2
Electricity bill this month 80 USD | Phone bill 40 USD total 88 USD,2
toilet paper 5 USD | chicken 10 USD | cheese 7 USD total 40 USD,0
Movie ticket cinema 15 USD | Theme park entry 60 USD total 120 USD,3
Beer at bar 6 USD | McDonalds Big Mac meal 10 USD total 116 USD,4
rice 6 USD total 107 USD,0
Broadway show 80 USD | Dinner at fancy restaurant 120 USD total 28 USD,3
Sushi roll 15 USD | Burger and fries 12 USD total 145 USD,4
Gas station fill-up 40 USD | Bus ticket to city center 5 USD | Subway fare 3 USD total 108 USD,1
bread 2 USD total 98 USD,0
apples 5 USD | pasta 3 USD | yogurt 4 USD total 112 USD,0
Concert tickets arena 100 USD | Movie ticket cinema 15 USD | KTV room 2 hours 50 USD total 54 USD,3
soap 3 USD total 131 USD,0
KTV room 2 hours 50 USD total 47 USD,3
Gas bill cooking 30 USD | Phone bill 40 USD | Water bill 50 USD total 129 USD,2
Gas bill cooking 30 USD | Electricity bill this month 80 USD total 73 USD,2
Trash collection fee 20 USD | Gas bill cooking 30 USD | Electricity bill this month 80 USD total 73 USD,2
Broadway show 80 USD | Theme park entry 60 USD | Concert tickets arena 100 USD total 10 USD,3
Sushi roll 15 USD | Starbucks coffee 5 USD | Burger and fries 12 USD total 140 USD,4
Theme park entry 60 USD total 89 USD,3
Burger and fries 12 USD | Beer at bar 6 USD | Pizza slice 4 USD total 142 USD,4
KTV room 2 hours 50 USD | Movie ticket cinema 15 USD total 96 USD,3
eggs 4 USD total 76 USD,0
Internet monthly 60 USD total 128 USD,2
eggs 4 USD total 57 USD,0
Parking fee mall lot 10 USD | Uber ride airport 50 USD | Gas station fill-up 40 USD total 31 USD,1
bread 2 USD | rice 6 USD | toilet paper 5 USD total 31 USD,0
Dinner at fancy restaurant 120 USD total 76 USD,3
Bike rental 8 USD | Taxi from home to office 20 USD total 112 USD,1
Concert tickets arena 100 USD | KTV room 2 hours 50 USD | Theme park entry 60 USD total 32 USD,3
detergent 8 USD | yogurt 4 USD | milk 3 USD total 101 USD,0
Bus ticket to city center 5 USD | Parking fee mall lot 10 USD total 142 USD,1
Beer at bar 6 USD | Starbucks coffee 5 USD total 22 USD,4
Tea at cafe 3 USD | Beer at bar 6 USD | Sushi roll 15 USD total 103 USD,4
KTV room 2 hours 50 USD | Broadway show 80 USD total 125 USD,3
Dinner at fancy restaurant 120 USD | Concert tickets arena 100 USD | Movie ticket cinema 15 USD total 9 USD,3
Subway fare 3 USD | Bus ticket to city center 5 USD total 142 USD,1
Tea at cafe 3 USD | Starbucks coffee 5 USD total 110 USD,4
Electricity bill this month 80 USD | Trash collection fee 20 USD total 105 USD,2
Sushi roll 15 USD | Tea at cafe 3 USD total 109 USD,4
Broadway show 80 USD total 35 USD,3
yogurt 4 USD total 115 USD,0
Bike rental 8 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 145 USD,1
Gas bill cooking 30 USD total 63 USD,2
chicken 10 USD total 76 USD,0
Internet monthly 60 USD total 84 USD,2
Train ticket downtown 15 USD total 58 USD,1
Taxi from home to office 20 USD total 74 USD,1
apples 5 USD | bananas 2 USD total 125 USD,0
Trash collection fee 20 USD | Gas bill cooking 30 USD | Internet monthly 60 USD total 33 USD,2
Gas station fill-up 40 USD total 17 USD,1
bread 2 USD total 37 USD,0
Parking fee mall lot 10 USD | Taxi from home to office 20 USD total 123 USD,1
pasta 3 USD | cheese 7 USD | eggs 4 USD total 100 USD,0
KTV room 2 hours 50 USD | Dinner at fancy restaurant 120 USD total 49 USD,3
Movie ticket cinema 15 USD total 142 USD,3
McDonalds Big Mac meal 10 USD total 145 USD,4
Uber ride airport 50 USD total 126 USD,1
Parking fee mall lot 10 USD | Gas station fill-up 40 USD total 83 USD,1
toilet paper 5 USD | bread 2 USD total 125 USD,0
Beer at bar 6 USD | McDonalds Big Mac meal 10 USD | Pizza slice 4 USD total 104 USD,4
pasta 3 USD | yogurt 4 USD total 34 USD,0
Gas station fill-up 40 USD total 100 USD,1
soap 3 USD | eggs 4 USD | yogurt 4 USD total 132 USD,0
Concert tickets arena 100 USD total 27 USD,3
Theme park entry 60 USD | Broadway show 80 USD | Dinner at fancy restaurant 120 USD total 70 USD,3
Gas bill cooking 30 USD total 46 USD,2
Starbucks coffee 5 USD | Pizza slice 4 USD total 50 USD,4
Pizza slice 4 USD | Tea at cafe 3 USD total 21 USD,4
Water bill 50 USD | Internet monthly 60 USD | Trash collection fee 20 USD total 149 USD,2
Uber ride airport 50 USD | Gas station fill-up 40 USD | Train ticket downtown 15 USD total 66 USD,1
pasta 3 USD | yogurt 4 USD | bananas 2 USD total 143 USD,0
bananas 2 USD | yogurt 4 USD | detergent 8 USD total 120 USD,0
Starbucks coffee 5 USD | Burger and fries 12 USD | Sushi roll 15 USD total 46 USD,4
Water bill 50 USD | Electricity bill this month 80 USD | Phone bill 40 USD total 16 USD,2
Tea at cafe 3 USD total 99 USD,4
yogurt 4 USD | pasta 3 USD total 104 USD,0
yogurt 4 USD total 136 USD,0
Bus ticket to city center 5 USD total 54 USD,1
Concert tickets arena 100 USD | Movie ticket cinema 15 USD total 7 USD,3
Concert tickets arena 100 USD | Theme park entry 60 USD total 126 USD,3
bananas 2 USD | shampoo 9 USD | yogurt 4 USD total 17 USD,0
eggs 4 USD total 113 USD,0
Parking fee mall lot 10 USD | Uber ride airport 50 USD | Bike rental 8 USD total 32 USD,1
Pizza slice 4 USD | Burger and fries 12 USD | McDonalds Big Mac meal 10 USD total 107 USD,4
Parking fee mall lot 10 USD | Bike rental 8 USD | Bus ticket to city center 5 USD total 41 USD,1
Sushi roll 15 USD total 82 USD,4
Parking fee mall lot 10 USD | Taxi from home to office 20 USD total 134 USD,1
Gas bill cooking 30 USD | Internet monthly 60 USD | Electricity bill this month 80 USD total 23 USD,2
Parking fee mall lot 10 USD total 119 USD,1
yogurt 4 USD total 47 USD,0
Concert tickets arena 100 USD total 75 USD,3
Sushi roll 15 USD total 52 USD,4
rice 6 USD total 109 USD,0
McDonalds Big Mac meal 10 USD total 28 USD,4
KTV room 2 hours 50 USD | Movie ticket cinema 15 USD | Concert tickets arena 100 USD total 125 USD,3
McDonalds Big Mac meal 10 USD | Sushi roll 15 USD total 99 USD,4
Subway fare 3 USD total 120 USD,1
Taxi from home to office 20 USD total 106 USD,1
Parking fee mall lot 10 USD total 134 USD,1
Beer at bar 6 USD total 135 USD,4
Taxi from home to office 20 USD | Bike rental 8 USD total 124 USD,1
Starbucks coffee 5 USD | Tea at cafe 3 USD | McDonalds Big Mac meal 10 USD total 47 USD,4
Internet monthly 60 USD | Trash collection fee 20 USD | Electricity bill this month 80 USD total 44 USD,2
Pizza slice 4 USD total 58 USD,4
Theme park entry 60 USD | Dinner at fancy restaurant 120 USD total 106 USD,3
Taxi from home to office 20 USD | Subway fare 3 USD total 26 USD,1
soap 3 USD | milk 3 USD | chicken 10 USD total 32 USD,0
Broadway show 80 USD | Theme park entry 60 USD | KTV room 2 hours 50 USD total 76 USD,3
Phone bill 40 USD | Water bill 50 USD total 20 USD,2
Tea at cafe 3 USD total 109 USD,4
Bike rental 8 USD total 72 USD,1
Sushi roll 15 USD | McDonalds Big Mac meal 10 USD total 53 USD,4
McDonalds Big Mac meal 10 USD | Starbucks coffee 5 USD | Sushi roll 15 USD total 138 USD,4
Bike rental 8 USD | Subway fare 3 USD | Train ticket downtown 15 USD total 88 USD,1
toilet paper 5 USD total 77 USD,0
Gas bill cooking 30 USD total 132 USD,2
Internet monthly 60 USD | Electricity bill this month 80 USD | Trash collection fee 20 USD total 45 USD,2
Bike rental 8 USD total 92 USD,1
Theme park entry 60 USD | Movie ticket cinema 15 USD total 55 USD,3
Internet monthly 60 USD | Water bill 50 USD total 108 USD,2
Internet monthly 60 USD | Water bill 50 USD | Electricity bill this month 80 USD total 39 USD,2
Concert tickets arena 100 USD | Dinner at fancy restaurant 120 USD | Theme park entry 60 USD total 55 USD,3
Tea at cafe 3 USD | Burger and fries 12 USD total 105 USD,4
Taxi from home to office 20 USD total 38 USD,1
shampoo 9 USD | rice 6 USD total 51 USD,0
Dinner at fancy restaurant 120 USD | Broadway show 80 USD | Movie ticket cinema 15 USD total 128 USD,3
KTV room 2 hours 50 USD | Theme park entry 60 USD total 39 USD,3
McDonalds Big Mac meal 10 USD | Tea at cafe 3 USD | Sushi roll 15 USD total 123 USD,4
Trash collection fee 20 USD | Electricity bill this month 80 USD | Gas bill cooking 30 USD total 75 USD,2
detergent 8 USD | apples 5 USD | bananas 2 USD total 29 USD,0
Pizza slice 4 USD | McDonalds Big Mac meal 10 USD total 69 USD,4
soap 3 USD | eggs 4 USD total 111 USD,0
Movie ticket cinema 15 USD | Dinner at fancy restaurant 120 USD total 40 USD,3
KTV room 2 hours 50 USD | Broadway show 80 USD | Movie ticket cinema 15 USD total 105 USD,3
Uber ride airport 50 USD | Parking fee mall lot 10 USD | Gas station fill-up 40 USD total 43 USD,1
Tea at cafe 3 USD total 149 USD,4
Gas station fill-up 40 USD | Subway fare 3 USD total 108 USD,1
Burger and fries 12 USD | Sushi roll 15 USD total 10 USD,4
McDonalds Big Mac meal 10 USD | Starbucks coffee 5 USD | Beer at bar 6 USD total 105 USD,4
Train ticket downtown 15 USD | Bike rental 8 USD total 52 USD,1
Beer at bar 6 USD | Tea at cafe 3 USD total 61 USD,4
toilet paper 5 USD | shampoo 9 USD | apples 5 USD total 5 USD,0
Starbucks coffee 5 USD | Sushi roll 15 USD total 36 USD,4
Phone bill 40 USD | Water bill 50 USD | Gas bill cooking 30 USD total 18 USD,2
soap 3 USD | yogurt 4 USD total 74 USD,0
Gas bill cooking 30 USD total 65 USD,2
Parking fee mall lot 10 USD total 82 USD,1
Movie ticket cinema 15 USD | Broadway show 80 USD | Dinner at fancy restaurant 120 USD total 82 USD,3
Pizza slice 4 USD | Burger and fries 12 USD | McDonalds Big Mac meal 10 USD total 7 USD,4
yogurt 4 USD | rice 6 USD | bananas 2 USD total 60 USD,0
Burger and fries 12 USD total 138 USD,4
Trash collection fee 20 USD total 55 USD,2
Dinner at fancy restaurant 120 USD | KTV room 2 hours 50 USD | Theme park entry 60 USD total 12 USD,3
Gas bill cooking 30 USD total 144 USD,2
Phone bill 40 USD | Trash collection fee 20 USD total 97 USD,2
Phone bill 40 USD | Gas bill cooking 30 USD total 75 USD,2
Taxi from home to office 20 USD | Train ticket downtown 15 USD total 116 USD,1
Gas bill cooking 30 USD | Internet monthly 60 USD | Electricity bill this month 80 USD total 72 USD,2
Theme park entry 60 USD | KTV room 2 hours 50 USD total 62 USD,3
Trash collection fee 20 USD | Internet monthly 60 USD total 95 USD,2
Starbucks coffee 5 USD | Sushi roll 15 USD | Burger and fries 12 USD total 5 USD,4
cheese 7 USD total 121 USD,0
shampoo 9 USD total 117 USD,0
Uber ride airport 50 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 138 USD,1
McDonalds Big Mac meal 10 USD total 60 USD,4
Movie ticket cinema 15 USD | Broadway show 80 USD | KTV room 2 hours 50 USD total 57 USD,3
Movie ticket cinema 15 USD | Broadway show 80 USD total 102 USD,3
Water bill 50 USD | Gas bill cooking 30 USD total 117 USD,2
Electricity bill this month 80 USD total 100 USD,2
McDonalds Big Mac meal 10 USD total 129 USD,4
Gas station fill-up 40 USD total 42 USD,1
rice 6 USD | apples 5 USD total 143 USD,0
Tea at cafe 3 USD total 92 USD,4
Broadway show 80 USD total 79 USD,3
Bus ticket to city center 5 USD | Uber ride airport 50 USD total 17 USD,1
Phone bill 40 USD | Gas bill cooking 30 USD | Trash collection fee 20 USD total 137 USD,2
Taxi from home to office 20 USD | Gas station fill-up 40 USD total 11 USD,1
KTV room 2 hours 50 USD | Dinner at fancy restaurant 120 USD total 60 USD,3
chicken 10 USD total 42 USD,0
Water bill 50 USD total 107 USD,2
Bike rental 8 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 29 USD,1
Trash collection fee 20 USD total 123 USD,2
McDonalds Big Mac meal 10 USD | Pizza slice 4 USD | Beer at bar 6 USD total 104 USD,4
Train ticket downtown 15 USD total 111 USD,1
Bike rental 8 USD | Parking fee mall lot 10 USD total 94 USD,1
Train ticket downtown 15 USD | Taxi from home to office 20 USD | Uber ride airport 50 USD total 135 USD,1
Bus ticket to city center 5 USD | Gas station fill-up 40 USD | Subway fare 3 USD total 77 USD,1
Subway fare 3 USD | Parking fee mall lot 10 USD | Bus ticket to city center 5 USD total 98 USD,1
Sushi roll 15 USD total 59 USD,4
Subway fare 3 USD | Bike rental 8 USD total 121 USD,1
Dinner at fancy restaurant 120 USD total 32 USD,3
soap 3 USD | bananas 2 USD total 39 USD,0
Uber ride airport 50 USD total 64 USD,1
Parking fee mall lot 10 USD total 68 USD,1
Bike rental 8 USD | Uber ride airport 50 USD | Gas station fill-up 40 USD total 134 USD,1
Trash collection fee 20 USD | Internet monthly 60 USD total 67 USD,2
KTV room 2 hours 50 USD | Theme park entry 60 USD total 112 USD,3
Tea at cafe 3 USD | Beer at bar 6 USD total 127 USD,4
Water bill 50 USD total 68 USD,2
Dinner at fancy restaurant 120 USD total 46 USD,3
bananas 2 USD total 114 USD,0
Bike rental 8 USD | Train ticket downtown 15 USD total 77 USD,1
Dinner at fancy restaurant 120 USD total 112 USD,3
Burger and fries 12 USD | Starbucks coffee 5 USD | Sushi roll 15 USD total 121 USD,4
Trash collection fee 20 USD | Gas bill cooking 30 USD total 58 USD,2
Gas station fill-up 40 USD | Train ticket downtown 15 USD total 107 USD,1
Pizza slice 4 USD | McDonalds Big Mac meal 10 USD total 91 USD,4
detergent 8 USD | bread 2 USD | pasta 3 USD total 64 USD,0
bananas 2 USD total 77 USD,0
Beer at bar 6 USD | Pizza slice 4 USD | Tea at cafe 3 USD total 143 USD,4
Dinner at fancy restaurant 120 USD total 143 USD,3
McDonalds Big Mac meal 10 USD | Pizza slice 4 USD total 45 USD,4
shampoo 9 USD total 145 USD,0
McDonalds Big Mac meal 10 USD | Sushi roll 15 USD total 98 USD,4
Dinner at fancy restaurant 120 USD | KTV room 2 hours 50 USD total 94 USD,3
apples 5 USD | bananas 2 USD | chicken 10 USD total 84 USD,0
Broadway show 80 USD total 8 USD,3
soap 3 USD | detergent 8 USD total 128 USD,0
Phone bill 40 USD | Trash collection fee 20 USD | Internet monthly 60 USD total 49 USD,2
Parking fee mall lot 10 USD | Train ticket downtown 15 USD total 114 USD,1
Tea at cafe 3 USD | McDonalds Big Mac meal 10 USD | Sushi roll 15 USD total 138 USD,4
Movie ticket cinema 15 USD | Theme park entry 60 USD total 89 USD,3
Burger and fries 12 USD | Pizza slice 4 USD | Beer at bar 6 USD total 17 USD,4
Uber ride airport 50 USD total 57 USD,1
Taxi from home to office 20 USD | Parking fee mall lot 10 USD | Subway fare 3 USD total 59 USD,1
Water bill 50 USD total 132 USD,2
Burger and fries 12 USD | McDonalds Big Mac meal 10 USD total 68 USD,4
Pizza slice 4 USD total 115 USD,4
Trash collection fee 20 USD | Electricity bill this month 80 USD total 141 USD,2
Electricity bill this month 80 USD | Gas bill cooking 30 USD | Water bill 50 USD total 72 USD,2
Train ticket downtown 15 USD total 33 USD,1
Trash collection fee 20 USD | Water bill 50 USD | Phone bill 40 USD total 116 USD,2
Bike rental 8 USD | Uber ride airport 50 USD total 127 USD,1
eggs 4 USD | cheese 7 USD | bread 2 USD total 23 USD,0
Water bill 50 USD | Gas bill cooking 30 USD | Internet monthly 60 USD total 139 USD,2
Gas station fill-up 40 USD | Parking fee mall lot 10 USD | Bus ticket to city center 5 USD total 136 USD,1
Trash collection fee 20 USD | Electricity bill this month 80 USD | Water bill 50 USD total 118 USD,2
Gas station fill-up 40 USD | Subway fare 3 USD | Parking fee mall lot 10 USD total 38 USD,1
Pizza slice 4 USD | Burger and fries 12 USD | Beer at bar 6 USD total 119 USD,4
Taxi from home to office 20 USD total 37 USD,1
Beer at bar 6 USD | Sushi roll 15 USD total 52 USD,4
Gas bill cooking 30 USD | Water bill 50 USD | Internet monthly 60 USD total 18 USD,2
Tea at cafe 3 USD | Beer at bar 6 USD total 96 USD,4
Phone bill 40 USD total 22 USD,2
eggs 4 USD | detergent 8 USD total 10 USD,0
McDonalds Big Mac meal 10 USD total 35 USD,4
Taxi from home to office 20 USD total 121 USD,1
Starbucks coffee 5 USD | Beer at bar 6 USD total 133 USD,4
Train ticket downtown 15 USD total 128 USD,1
Burger and fries 12 USD | Sushi roll 15 USD | Tea at cafe 3 USD total 106 USD,4
yogurt 4 USD total 51 USD,0
Starbucks coffee 5 USD total 111 USD,4
Gas station fill-up 40 USD total 85 USD,1
Phone bill 40 USD | Internet monthly 60 USD total 20 USD,2
rice 6 USD total 32 USD,0
Bike rental 8 USD | Taxi from home to office 20 USD | Train ticket downtown 15 USD total 49 USD,1
Starbucks coffee 5 USD | Pizza slice 4 USD | Sushi roll 15 USD total 148 USD,4
Electricity bill this month 80 USD total 92 USD,2
Electricity bill this month 80 USD total 139 USD,2
Bike rental 8 USD | Bus ticket to city center 5 USD | Subway fare 3 USD total 23 USD,1
Beer at bar 6 USD | Pizza slice 4 USD total 28 USD,4
Parking fee mall lot 10 USD total 82 USD,1
toilet paper 5 USD | bread 2 USD total 62 USD,0
Tea at cafe 3 USD | Pizza slice 4 USD | Beer at bar 6 USD total 54 USD,4
Theme park entry 60 USD | Dinner at fancy restaurant 120 USD | Movie ticket cinema 15 USD total 73 USD,3
Broadway show 80 USD | Dinner at fancy restaurant 120 USD | KTV room 2 hours 50 USD total 131 USD,3
Parking fee mall lot 10 USD total 22 USD,1
Bus ticket to city center 5 USD | Uber ride airport 50 USD total 99 USD,1
Starbucks coffee 5 USD | Pizza slice 4 USD total 55 USD,4
eggs 4 USD total 87 USD,0
bread 2 USD | eggs 4 USD total 77 USD,0
Parking fee mall lot 10 USD | Taxi from home to office 20 USD | Subway fare 3 USD total 52 USD,1
Theme park entry 60 USD | Concert tickets arena 100 USD | Dinner at fancy restaurant 120 USD total 44 USD,3
Beer at bar 6 USD total 35 USD,4
Concert tickets arena 100 USD total 95 USD,3
Gas station fill-up 40 USD total 133 USD,1
cheese 7 USD | apples 5 USD | eggs 4 USD total 91 USD,0
eggs 4 USD total 124 USD,0
KTV room 2 hours 50 USD | Concert tickets arena 100 USD | Dinner at fancy restaurant 120 USD total 129 USD,3
Trash collection fee 20 USD total 150 USD,2
yogurt 4 USD | pasta 3 USD total 81 USD,0
Subway fare 3 USD total 40 USD,1
Taxi from home to office 20 USD | Subway fare 3 USD total 10 USD,1
Bus ticket to city center 5 USD | Taxi from home to office 20 USD | Bike rental 8 USD total 35 USD,1
soap 3 USD | pasta 3 USD | bananas 2 USD total 91 USD,0
Gas bill cooking 30 USD | Water bill 50 USD | Phone bill 40 USD total 15 USD,2
pasta 3 USD total 135 USD,0
Parking fee mall lot 10 USD total 141 USD,1
McDonalds Big Mac meal 10 USD | Sushi roll 15 USD total 36 USD,4
Bus ticket to city center 5 USD total 124 USD,1
Bike rental 8 USD | Uber ride airport 50 USD | Parking fee mall lot 10 USD total 148 USD,1
Sushi roll 15 USD | Beer at bar 6 USD total 10 USD,4
Internet monthly 60 USD | Phone bill 40 USD | Trash collection fee 20 USD total 79 USD,2
Taxi from home to office 20 USD | Uber ride airport 50 USD | Parking fee mall lot 10 USD total 132 USD,1
apples 5 USD total 103 USD,0
chicken 10 USD | bread 2 USD total 79 USD,0
yogurt 4 USD total 57 USD,0
Phone bill 40 USD total 110 USD,2
Internet monthly 60 USD | Trash collection fee 20 USD total 31 USD,2
Bike rental 8 USD total 57 USD,1
